category,input_snr,method,n,si_sdr,sdr,pesq,estoi
all,-30.0,f1_mpsenet_b,50,-12.499,-5.7857,1.1072,0.177
all,-25.0,f1_mpsenet_b,49,-9.2258,-4.2892,1.1289,0.2178
all,-20.0,f1_mpsenet_b,50,-6.3275,-4.7403,1.1781,0.3112
all,-15.0,f1_mpsenet_b,49,1.6558,-5.528,1.4541,0.509
all,-10.0,f1_mpsenet_b,50,5.613,-5.9148,1.5644,0.5653
all,-5.0,f1_mpsenet_b,50,9.2605,-6.0351,1.8119,0.7152
all,0.0,f1_mpsenet_b,47,11.7181,-6.0519,2.1081,0.7746
