category,input_snr,method,n,si_sdr,sdr,pesq,estoi
all,-30.0,f1_dcunet_b,25,-19.0540,-7.6410,1.1215,0.0478
all,-25.0,f1_dcunet_b,25,-14.8629,-4.0797,1.1164,0.0511
all,-20.0,f1_dcunet_b,25,-14.0401,-2.7656,1.1211,0.0908
all,-15.0,f1_dcunet_b,25,-8.8418,-0.1920,1.1688,0.2303
all,-10.0,f1_dcunet_b,25,-6.1300,0.7502,1.1946,0.2370
all,-5.0,f1_dcunet_b,25,-4.3436,1.0208,1.2065,0.3444
all,0.0,f1_dcunet_b,25,-2.6423,0.9924,1.2659,0.4091
