category,input_snr,method,n,si_sdr,sdr,pesq,estoi
all,-30.0,f1_mpsenet_a,50,-7.7089,-1.5405,1.0984,0.1876
all,-25.0,f1_mpsenet_a,49,-6.1457,-0.17,1.1245,0.2174
all,-20.0,f1_mpsenet_a,50,-1.7766,1.9511,1.1711,0.3105
all,-15.0,f1_mpsenet_a,49,4.4267,5.8074,1.4671,0.5157
all,-10.0,f1_mpsenet_a,50,6.9789,7.5414,1.5873,0.5636
all,-5.0,f1_mpsenet_a,50,8.8808,9.4152,1.7968,0.7078
all,0.0,f1_mpsenet_a,47,11.668,11.857,2.1343,0.7791
