category,input_snr,method,n,si_sdr,sdr,pesq,estoi
all,-30.0,f1_sgmse_b,25,-57.1595,-75.3276,1.0778,0.0078
all,-25.0,f1_sgmse_b,25,-49.9075,-71.7948,1.0463,-0.0055
all,-20.0,f1_sgmse_b,25,-42.7381,-68.5304,1.0556,-0.0025
all,-15.0,f1_sgmse_b,25,-40.1959,-62.6153,1.0432,-0.0019
all,-10.0,f1_sgmse_b,25,-34.0606,-57.5609,1.0904,-0.0021
all,-5.0,f1_sgmse_b,25,-31.4325,-54.4970,1.0334,0.0007
all,0.0,f1_sgmse_b,25,-29.8662,-51.8478,1.0518,0.0079
